CustomerID,Recency,Frequency,MonetaryValue,UniqueProducts,CustomerLifetimeDays
12346,0.5929850504276071,0.4389978859295803,5.166377919750525,-0.47211230203453136,0.48893676874894443
12347,-0.949987805006197,0.1315018840832344,0.13612722007702077,0.377858105743737,0.4966605022120999
12348,-0.6012663856666685,-0.09912011730152501,-0.06485654163436883,-0.48928342138358727,0.3460476996805683
12349,-0.8735557130961633,-0.1759941177631115,0.10199613803664309,0.4808848218380726,1.1493159798487367
12350,0.5213299642619506,-0.4066161191478709,-0.18154932882298253,-0.557967898779811,-1.0558099238821486
12351,0.8318353376464622,-0.4066161191478709,-0.18386725617443828,-0.5236256600816991,-1.0558099238821486
12352,-0.7875696096973754,0.28524988500640736,-0.007345349828486107,-0.10293323602982893,0.3190146325595242
12353,0.014967355357977748,-0.32974211868628445,-0.1765381180924377,-0.5064545407326432,-0.2679891106402911
12354,0.14872351620053662,-0.4066161191478709,-0.12995518849329873,-0.20595995212416449,-1.0558099238821486
12355,0.06273741280174877,-0.32974211868628445,-0.13908215729067996,-0.4034278246383076,0.307429032364791
12356,-0.8544476901186548,-0.022246116839938542,0.23655919632682942,0.18897579290412184,0.4966605022120999
12357,-0.8019006269305068,-0.25286811822469796,1.0617835783116472,1.536908661805012,0.3151527658279465
12358,-0.954764810750574,-0.09912011730152501,0.06448685174756481,-0.22313107147322042,1.763352790169596
12359,-0.6872524890654563,0.28524988500640736,0.40980885685992574,1.9146732874842425,1.5586738533959763
12360,-0.7111375177873418,0.1315018840832344,0.08982130599643051,0.6697671346776878,1.272895715259224
12361,0.4114588321412772,-0.1759941177631115,-0.1693017802091509,-0.549382339105283,0.46962743509105576
12362,-0.9452107992618198,0.36212388546799384,0.16623188155529398,1.0217750813333344,1.7826621238274847
12363,-0.43884819035784695,-0.32974211868628445,-0.16647968461393664,-0.5064545407326432,-0.5421816485823101
12364,-0.9261027762843114,-0.1759941177631115,-0.11377055682209457,-0.10293323602982893,-0.6503139170664866
12365,0.4305668551187856,-0.32974211868628445,-0.16028977285196733,-0.5150401004071712,-1.0558099238821486
12366,2.0643028196957545,-0.4066161191478709,-0.170064265423956,-0.6781657342232025,-1.0558099238821486
12367,-0.9404337935174427,-0.4066161191478709,-0.19301084590293244,-0.6094812568269787,-1.0558099238821486
12368,2.040417790973869,-0.4066161191478709,-0.14115354083062742,-0.549382339105283,-1.0558099238821486
12369,1.0133615559327922,-0.25286811822469796,-0.08066373966155048,0.06877795746073034,-0.17530430908242553
12370,-0.7159145235317189,0.05462788362164793,0.09423070051292845,0.7384516120739115,1.3269618495013122
12371,-0.7493535637423586,-0.09912011730152501,0.07697401878494103,0.44654258313996076,1.2651719817960685
12372,-0.6203744086441768,-0.25286811822469796,-0.11481352024943019,-0.41201338431283563,-0.1868899092771587
12373,0.5261069700063277,-0.25286811822469796,-0.12661368880080578,-0.39484226496377967,0.3421858329489906
12374,-0.8401166728855235,-0.1759941177631115,0.002307255915341157,-0.025663198959077253,1.1184210459961148
12375,-0.9117717590511801,-0.32974211868628445,-0.17302417623964822,-0.5837245778033949,-0.715965651503308
12376,0.8987134180677416,-0.32974211868628445,-0.16986273663421186,-0.6094812568269787,-0.947677655397972
12377,0.5452149929838361,-0.1759941177631115,0.03257812670474359,0.40361478476732093,0.002341560570150162
12378,-0.3433080754703049,-0.32974211868628445,0.17039334718269092,1.7086198552955714,0.6163783708910096
12379,-0.5726043512004059,-0.1759941177631115,-0.09250130530793015,-0.20595995212416449,0.6936157055225642
12380,-0.859224695863032,0.36212388546799384,0.46541348935939747,0.635424895979576,1.4196466510591779
12381,-0.9404337935174427,-0.09912011730152501,-0.07691294954040193,-0.10293323602982893,-0.6116952497507092
12383,-0.0805727595295643,-0.09912011730152501,-0.07654936667230684,0.017264599413562565,-0.40701631297708946
12384,-0.8257856556523923,-0.32974211868628445,-0.16417560803840836,-0.4806978617090593,-0.6966563178454194
12385,0.8509433606239707,-0.4066161191478709,-0.07046610588497874,-0.14586103440246875,-1.0558099238821486
12386,0.6503091193601324,-0.32974211868628445,-0.17687469194747427,-0.6180668165015067,-0.9438157886663943
12387,1.0229155674215462,-0.4066161191478709,-0.19473942273867592,-0.6266523761760346,-1.0558099238821486
12388,-0.8878867303292945,0.1315018840832344,0.06545917621767053,0.008679039739034602,1.1338685129224257
12389,0.960814492744644,-0.25286811822469796,-0.10544416287331888,-0.35191446659113984,-0.07875764079298221
12390,-0.58215836268916,-0.4066161191478709,-0.1666292729939529,-0.42918450366189154,-1.0558099238821486
12391,-0.859224695863032,-0.022246116839938542,-0.016002084783131042,1.3651974683144528,1.4196466510591779
12392,1.8636685784319162,-0.4066161191478709,-0.1884504779288255,-0.6438234955250907,-1.0558099238821486
12393,-0.6155974028997997,-0.022246116839938542,-0.03853660467826638,-0.16303215375152466,0.3190146325595242
12394,-0.6585904545991936,-0.32974211868628445,-0.11658364941295599,-0.4806978617090593,-0.4610824472191777
12395,-0.8687787073517862,0.6696198873143396,0.12225151275291953,0.5409837395597683,1.1956583806276695
12396,2.260160055215216,-0.4066161191478709,-0.14020268506320924,-0.14586103440246875,-1.0558099238821486
12397,-0.7923466154417526,-0.32974211868628445,-0.03781290163605805,0.24048915095128962,-0.6696232507243752
12398,-0.7445765579979815,-0.4066161191478709,-0.0914320254063324,0.02585015908809053,-1.0558099238821486
12399,-0.39107813291407595,0.05462788362164793,-0.06881093816165064,-0.12868991505341282,0.9716701101961609
12400,1.0181385616771692,-0.4066161191478709,-0.1904934673781217,-0.6094812568269787,-1.0558099238821486
12401,0.48789092405131085,-0.4066161191478709,-0.19886972412023612,-0.6609946148741466,-1.0558099238821486
12402,0.583431038938853,-0.022246116839938542,-0.11766262485770293,-0.33474334724208393,0.2842578319753246
12403,-0.7254685350204731,-0.32974211868628445,-0.1341131914267138,-0.6609946148741466,0.7669911734225411
12404,2.298376101170233,-0.4066161191478709,-0.20032821082539473,-0.6953368535722584,-1.0558099238821486
12405,-0.25254496632713996,-0.4066161191478709,-0.08625668298104747,-0.24030219082227633,-1.0558099238821486
12406,-0.8544476901186548,-0.09912011730152501,0.23784939610446973,0.27483138964940146,1.5509501199328208
12407,-0.7254685350204731,-0.09912011730152501,-0.08641388928782384,-0.21454551179869244,-0.22550857659293605
12408,-0.8066776326748838,0.1315018840832344,0.09590733693894408,0.18897579290412184,0.7438199730330748
12409,-0.5869353684335371,0.05462788362164793,1.4171688646740839,0.8157216491446632,0.8249191743962071
12410,0.5117759527731964,-0.25286811822469796,-0.13450447584666375,-0.39484226496377967,-0.3066077779560684
12411,0.9942535329552837,-0.4066161191478709,-0.18068365532751804,-0.5150401004071712,-1.0558099238821486
12412,-0.6060433914110456,-0.022246116839938542,-0.02486034852752013,9.34800645066384e-05,0.739958106301497
12413,-0.6442594373660624,-0.1759941177631115,-0.13549203617028963,-0.35191446659113984,0.24177729792796956
12414,0.07706843003488008,-0.022246116839938542,-0.13874973866842163,-0.5236256600816991,-0.10579070791402634
12415,-0.8448936786299006,1.6689818933149638,9.7995947423866,3.5716863046681397,0.8867090421014509
12416,2.174173951816428,-0.4066161191478709,-0.19067976031434566,-0.6094812568269787,-1.0558099238821486
12417,-0.9452107992618198,1.053989889622272,0.2660391878107755,1.6141786988757638,1.763352790169596
12418,-0.42451717312471565,-0.1759941177631115,-0.06473188465102193,0.06877795746073034,0.9446370430751168
12419,0.8796053950902333,-0.32974211868628445,-0.1698724321773611,-0.5064545407326432,-0.947677655397972
12420,-0.6585904545991936,-0.4066161191478709,-0.1631284893782945,-0.45494118268547545,-1.0558099238821486
12421,-0.8878867303292945,-0.022246116839938542,-0.12862551400426528,-0.326157787567556,0.8365047745909403
12422,-0.5057262707791264,0.8233678882375126,0.15761462131204226,0.4722992621635446,1.3617186500855119
12423,-0.9595418164949511,0.28524988500640736,-0.023097144751958048,0.395029225092793,0.739958106301497
12424,-0.18566688590586056,-0.1759941177631115,0.026602209430853098,-0.034248758633605214,0.43487063450685615
12425,-0.5869353684335371,-0.32974211868628445,-0.08410842763470279,0.043021278437146454,0.37308076680161245
12426,-0.03280270208579327,-0.32974211868628445,-0.11154681474694537,-0.07717655700624504,0.7515437064962301
12427,-0.859224695863032,-0.25286811822469796,-0.1475179723692824,-0.4806978617090593,0.2958434321700578
12428,-0.8401166728855235,0.20837588454482087,0.3463078970042252,1.5111519827814281,-0.05944830713509355
